Date of Sale,Product ID,Product Name,Quantity Sold,Sale Price,Total Sale Amount,Customer ID,Store Location,Target Gender,Customer Gender
2019-05-27,P0001,Shoe Model 1,3,109.14,327.42,C5402,New York,Unisex,Male
2019-05-28,P0013,Shoe Model 13,7,148.91,1042.37,C5059,Houston,Female,Female
2019-05-28,P0009,Shoe Model 9,3,189.98,569.94,C3674,Phoenix,Unisex,Female
2019-05-28,P0017,Shoe Model 17,3,82.74,248.22,C9572,Chicago,Male,Female
2019-05-28,P0006,Shoe Model 6,5,168.27,841.35,C1820,Chicago,Unisex,Unisex
2019-05-29,P0017,Shoe Model 17,6,194.44,1166.64,C5876,Houston,Male,Unisex
2019-05-30,P0002,Shoe Model 2,3,84.96,254.88,C5142,New York,Unisex,Male
2019-05-30,P0010,Shoe Model 10,1,113.94,113.94,C6494,Phoenix,Female,Unisex
2019-05-30,P0015,Shoe Model 15,3,116.3,348.9,C4110,Los Angeles,Female,Unisex
2019-05-31,P0005,Shoe Model 5,4,107.28,429.12,C5655,Chicago,Male,Female
2019-05-31,P0017,Shoe Model 17,9,170.65,1535.85,C4942,Houston,Male,Female
2019-05-31,P0011,Shoe Model 11,7,116.92,818.44,C2750,Chicago,Female,Unisex
2019-05-31,P0013,Shoe Model 13,7,95.43,668.01,C6534,Phoenix,Unisex,Male
2019-06-01,P0007,Shoe Model 7,5,88.89,444.45,C7282,Chicago,Female,Unisex
2019-06-01,P0018,Shoe Model 18,5,162.32,811.6,C5851,Phoenix,Male,Female
2019-06-01,P0004,Shoe Model 4,1,44.35,44.35,C2573,New York,Female,Unisex
2019-06-01,P0012,Shoe Model 12,9,89.27,803.43,C3784,Phoenix,Female,Female
2019-06-02,P0003,Shoe Model 3,3,42.64,127.92,C4198,Los Angeles,Unisex,Male
2019-06-02,P0006,Shoe Model 6,3,86.58,259.74,C3695,Los Angeles,Female,Female
2019-06-02,P0004,Shoe Model 4,3,86.16,258.48,C1995,Los Angeles,Unisex,Male
2019-06-02,P0008,Shoe Model 8,5,64.0,320.0,C9212,Phoenix,Male,Male
2019-06-03,P0016,Shoe Model 16,5,184.49,922.45,C8811,Chicago,Female,Male
2019-06-03,P0016,Shoe Model 16,9,161.39,1452.51,C9463,Phoenix,Male,Unisex
2019-06-03,P0015,Shoe Model 15,7,78.87,552.09,C7803,Los Angeles,Female,Female
2019-06-03,P0010,Shoe Model 10,5,72.37,361.85,C4367,Phoenix,Male,Male
2019-06-04,P0018,Shoe Model 18,1,96.11,96.11,C1350,Phoenix,Unisex,Female
2019-06-04,P0004,Shoe Model 4,1,183.82,183.82,C9058,Los Angeles,Male,Unisex
2019-06-05,P0006,Shoe Model 6,3,169.86,509.58,C8904,Los Angeles,Female,Unisex
2019-06-06,P0008,Shoe Model 8,8,123.03,984.24,C6030,Los Angeles,Male,Unisex
2019-06-06,P0011,Shoe Model 11,5,199.93,999.65,C9567,New York,Male,Unisex
2019-06-07,P0008,Shoe Model 8,6,30.74,184.44,C7885,Los Angeles,Female,Male
2019-06-07,P0011,Shoe Model 11,9,152.2,1369.8,C5921,New York,Unisex,Unisex
2019-06-07,P0011,Shoe Model 11,6,173.17,1039.02,C5637,Los Angeles,Male,Female
2019-06-07,P0005,Shoe Model 5,7,98.32,688.24,C1072,Phoenix,Female,Unisex
2019-06-08,P0019,Shoe Model 19,9,54.98,494.82,C3077,New York,Unisex,Male
2019-06-08,P0017,Shoe Model 17,8,145.17,1161.36,C6356,Phoenix,Male,Female
2019-06-08,P0007,Shoe Model 7,9,58.66,527.94,C9060,New York,Female,Male
2019-06-09,P0011,Shoe Model 11,4,154.15,616.6,C1446,Houston,Unisex,Unisex
2019-06-09,P0009,Shoe Model 9,6,47.22,283.32,C6363,Houston,Unisex,Male
2019-06-10,P0008,Shoe Model 8,3,186.68,560.04,C5037,Los Angeles,Unisex,Male
2019-06-10,P0019,Shoe Model 19,8,130.16,1041.28,C8448,Houston,Unisex,Unisex
2019-06-11,P0013,Shoe Model 13,5,167.78,838.9,C8870,Los Angeles,Unisex,Female
2019-06-12,P0006,Shoe Model 6,9,178.67,1608.03,C3718,Chicago,Female,Unisex
2019-06-13,P0004,Shoe Model 4,7,167.35,1171.45,C7710,Los Angeles,Unisex,Female
2019-06-13,P0006,Shoe Model 6,4,192.87,771.48,C1677,Houston,Unisex,Female
2019-06-13,P0015,Shoe Model 15,8,138.86,1110.88,C8086,Los Angeles,Unisex,Male
2019-06-13,P0018,Shoe Model 18,5,84.61,423.05,C5405,Chicago,Female,Male
2019-06-14,P0009,Shoe Model 9,4,81.46,325.84,C4722,Chicago,Unisex,Male
2019-06-15,P0010,Shoe Model 10,8,117.36,938.88,C7739,Los Angeles,Male,Unisex
2019-06-15,P0011,Shoe Model 11,4,172.83,691.32,C2830,Chicago,Unisex,Male
2019-06-16,P0008,Shoe Model 8,5,34.12,170.6,C3578,Phoenix,Unisex,Male
2019-06-16,P0018,Shoe Model 18,7,42.71,298.97,C6430,Houston,Male,Female
2019-06-16,P0002,Shoe Model 2,3,70.45,211.35,C3240,Los Angeles,Male,Female
2019-06-17,P0001,Shoe Model 1,4,77.21,308.84,C6413,New York,Female,Female
2019-06-18,P0003,Shoe Model 3,7,66.97,468.79,C2768,Phoenix,Male,Female
2019-06-18,P0011,Shoe Model 11,6,107.71,646.26,C8742,Houston,Unisex,Unisex
2019-06-18,P0017,Shoe Model 17,7,45.0,315.0,C8987,Phoenix,Unisex,Male
2019-06-18,P0001,Shoe Model 1,3,53.72,161.16,C8034,Chicago,Female,Unisex
2019-06-19,P0002,Shoe Model 2,4,95.63,382.52,C3942,New York,Male,Female
2019-06-19,P0014,Shoe Model 14,5,104.39,521.95,C1165,New York,Male,Unisex
2019-06-20,P0017,Shoe Model 17,7,52.37,366.59,C6020,Chicago,Male,Male
2019-06-20,P0019,Shoe Model 19,1,161.61,161.61,C4257,Houston,Unisex,Unisex
2019-06-21,P0017,Shoe Model 17,1,197.54,197.54,C7714,Los Angeles,Female,Female
2019-06-21,P0001,Shoe Model 1,9,165.49,1489.41,C7879,Phoenix,Male,Male
2019-06-21,P0002,Shoe Model 2,1,161.54,161.54,C7690,Chicago,Female,Male
2019-06-21,P0006,Shoe Model 6,8,86.9,695.2,C8731,Los Angeles,Unisex,Unisex
2019-06-22,P0003,Shoe Model 3,7,56.69,396.83,C5038,Houston,Male,Unisex
2019-06-22,P0015,Shoe Model 15,3,88.43,265.29,C3519,New York,Male,Female
2019-06-22,P0016,Shoe Model 16,7,54.13,378.91,C2709,Chicago,Female,Unisex
2019-06-22,P0010,Shoe Model 10,5,59.85,299.25,C6234,New York,Unisex,Female
2019-06-23,P0008,Shoe Model 8,5,187.38,936.9,C3631,Chicago,Male,Female
2019-06-24,P0010,Shoe Model 10,7,143.28,1002.96,C9549,Los Angeles,Male,Unisex
2019-06-25,P0006,Shoe Model 6,1,184.27,184.27,C5553,New York,Female,Male
2019-06-25,P0019,Shoe Model 19,7,110.78,775.46,C8986,Los Angeles,Unisex,Female
2019-06-25,P0011,Shoe Model 11,3,167.63,502.89,C9581,Chicago,Female,Male
2019-06-25,P0011,Shoe Model 11,8,66.64,533.12,C9310,Phoenix,Unisex,Male
2019-06-26,P0010,Shoe Model 10,5,79.38,396.9,C7221,Houston,Female,Female
2019-06-27,P0001,Shoe Model 1,5,150.15,750.75,C2453,Phoenix,Male,Unisex
2019-06-27,P0009,Shoe Model 9,9,67.94,611.46,C7342,New York,Unisex,Unisex
2019-06-28,P0014,Shoe Model 14,5,117.04,585.2,C3295,Chicago,Male,Female
2019-06-28,P0001,Shoe Model 1,5,162.1,810.5,C1885,Phoenix,Male,Unisex
2019-06-29,P0012,Shoe Model 12,7,157.13,1099.91,C4894,Phoenix,Male,Unisex
2019-06-29,P0019,Shoe Model 19,6,132.15,792.9,C8820,Phoenix,Male,Male
2019-06-29,P0013,Shoe Model 13,9,43.16,388.44,C7142,Chicago,Female,Male
2019-06-29,P0015,Shoe Model 15,7,146.5,1025.5,C3661,Los Angeles,Male,Female
2019-06-30,P0010,Shoe Model 10,6,47.47,284.82,C3567,Los Angeles,Male,Male
2019-06-30,P0009,Shoe Model 9,7,136.3,954.1,C6328,Chicago,Female,Unisex
2019-06-30,P0016,Shoe Model 16,1,41.8,41.8,C7754,Chicago,Unisex,Female
2019-07-01,P0011,Shoe Model 11,2,87.61,175.22,C1325,Los Angeles,Unisex,Unisex
2019-07-02,P0010,Shoe Model 10,4,192.58,770.32,C5778,Los Angeles,Male,Unisex
2019-07-02,P0004,Shoe Model 4,3,170.59,511.77,C6452,Phoenix,Male,Unisex
2019-07-02,P0001,Shoe Model 1,9,127.89,1151.01,C8874,New York,Unisex,Male
2019-07-03,P0016,Shoe Model 16,2,136.5,273.0,C7934,Chicago,Female,Female
2019-07-03,P0007,Shoe Model 7,5,57.41,287.05,C3507,Houston,Unisex,Female
2019-07-03,P0003,Shoe Model 3,7,50.03,350.21,C8603,Los Angeles,Female,Female
2019-07-03,P0009,Shoe Model 9,2,125.4,250.8,C9504,Phoenix,Female,Male
2019-07-04,P0020,Shoe Model 20,2,180.16,360.32,C7358,Houston,Male,Male
2019-07-04,P0010,Shoe Model 10,2,183.36,366.72,C7173,Los Angeles,Female,Male
2019-07-04,P0020,Shoe Model 20,9,194.0,1746.0,C9276,Houston,Unisex,Male
2019-07-05,P0003,Shoe Model 3,5,111.62,558.1,C3497,Chicago,Female,Female
2019-07-05,P0016,Shoe Model 16,4,112.04,448.16,C1349,Chicago,Female,Male
2019-07-06,P0017,Shoe Model 17,1,115.51,115.51,C1401,Houston,Male,Unisex
2019-07-07,P0008,Shoe Model 8,1,136.26,136.26,C1387,Chicago,Female,Unisex
2019-07-07,P0012,Shoe Model 12,8,169.89,1359.12,C8676,Houston,Male,Female
2019-07-07,P0005,Shoe Model 5,5,167.61,838.05,C9521,Los Angeles,Unisex,Female
2019-07-08,P0002,Shoe Model 2,8,58.79,470.32,C7276,Phoenix,Female,Male
2019-07-08,P0009,Shoe Model 9,2,81.06,162.12,C5915,Los Angeles,Female,Male
2019-07-09,P0012,Shoe Model 12,6,127.99,767.94,C5047,Houston,Female,Male
2019-07-09,P0018,Shoe Model 18,6,73.28,439.68,C2203,New York,Female,Male
2019-07-09,P0010,Shoe Model 10,7,120.33,842.31,C8160,Los Angeles,Unisex,Female
2019-07-09,P0006,Shoe Model 6,3,174.56,523.68,C1452,Los Angeles,Female,Unisex
2019-07-10,P0013,Shoe Model 13,3,90.28,270.84,C1675,Los Angeles,Unisex,Female
2019-07-10,P0009,Shoe Model 9,4,36.82,147.28,C6976,New York,Male,Unisex
2019-07-10,P0004,Shoe Model 4,5,44.2,221.0,C8088,New York,Unisex,Unisex
2019-07-10,P0015,Shoe Model 15,4,134.59,538.36,C3933,Phoenix,Female,Unisex
2019-07-11,P0017,Shoe Model 17,5,139.87,699.35,C5852,Houston,Female,Male
2019-07-11,P0014,Shoe Model 14,8,184.68,1477.44,C8087,Los Angeles,Male,Male
2019-07-11,P0011,Shoe Model 11,7,106.82,747.74,C5445,New York,Male,Unisex
2019-07-12,P0020,Shoe Model 20,2,98.89,197.78,C4575,New York,Female,Male
2019-07-12,P0002,Shoe Model 2,8,32.41,259.28,C3394,Los Angeles,Unisex,Male
2019-07-12,P0011,Shoe Model 11,9,41.88,376.92,C1003,Phoenix,Male,Male
2019-07-13,P0005,Shoe Model 5,2,177.77,355.54,C2750,Los Angeles,Male,Unisex
2019-07-13,P0020,Shoe Model 20,8,40.4,323.2,C7035,Los Angeles,Unisex,Female
2019-07-14,P0012,Shoe Model 12,7,177.57,1242.99,C6826,Chicago,Male,Male
2019-07-14,P0006,Shoe Model 6,3,112.98,338.94,C3036,Los Angeles,Unisex,Unisex
2019-07-14,P0016,Shoe Model 16,9,127.57,1148.13,C7863,Phoenix,Female,Unisex
2019-07-15,P0016,Shoe Model 16,4,171.5,686.0,C3848,Los Angeles,Female,Female
2019-07-16,P0002,Shoe Model 2,9,69.72,627.48,C3634,Los Angeles,Female,Unisex
2019-07-16,P0019,Shoe Model 19,6,70.84,425.04,C7105,Phoenix,Unisex,Unisex
2019-07-17,P0013,Shoe Model 13,9,89.08,801.72,C5211,Phoenix,Female,Female
2019-07-17,P0017,Shoe Model 17,7,145.65,1019.55,C1740,Houston,Unisex,Male
2019-07-17,P0004,Shoe Model 4,1,93.66,93.66,C5909,New York,Female,Unisex
2019-07-17,P0020,Shoe Model 20,5,186.03,930.15,C7206,Chicago,Male,Male
2019-07-18,P0006,Shoe Model 6,8,31.88,255.04,C2979,Los Angeles,Male,Unisex
2019-07-18,P0002,Shoe Model 2,7,56.74,397.18,C8832,Houston,Male,Female
2019-07-18,P0012,Shoe Model 12,2,41.83,83.66,C9592,Los Angeles,Unisex,Female
2019-07-19,P0005,Shoe Model 5,6,109.41,656.46,C3784,Phoenix,Female,Female
2019-07-20,P0001,Shoe Model 1,8,183.98,1471.84,C7250,Los Angeles,Female,Female
2019-07-20,P0008,Shoe Model 8,5,191.24,956.2,C3847,New York,Unisex,Female
2019-07-20,P0009,Shoe Model 9,2,150.45,300.9,C8166,Chicago,Unisex,Male
2019-07-20,P0020,Shoe Model 20,5,124.99,624.95,C8923,Chicago,Female,Female
2019-07-21,P0014,Shoe Model 14,1,118.76,118.76,C6111,Los Angeles,Female,Male
2019-07-21,P0016,Shoe Model 16,1,162.36,162.36,C9684,Los Angeles,Female,Female
2019-07-22,P0006,Shoe Model 6,5,60.43,302.15,C6032,Chicago,Female,Female
2019-07-22,P0004,Shoe Model 4,4,125.07,500.28,C5301,Houston,Male,Male
2019-07-22,P0002,Shoe Model 2,5,95.53,477.65,C4440,Los Angeles,Male,Male
2019-07-22,P0001,Shoe Model 1,2,51.64,103.28,C9720,Houston,Female,Male
2019-07-23,P0019,Shoe Model 19,4,79.66,318.64,C9141,New York,Male,Female
2019-07-24,P0003,Shoe Model 3,3,139.73,419.19,C2693,Phoenix,Female,Unisex
2019-07-24,P0003,Shoe Model 3,9,30.27,272.43,C6194,Houston,Female,Unisex
2019-07-25,P0009,Shoe Model 9,2,33.74,67.48,C5882,Phoenix,Male,Female
2019-07-25,P0001,Shoe Model 1,6,128.03,768.18,C2096,Los Angeles,Male,Male
2019-07-26,P0001,Shoe Model 1,4,95.26,381.04,C8140,Houston,Male,Unisex
2019-07-26,P0017,Shoe Model 17,3,165.89,497.67,C9206,Chicago,Unisex,Female
2019-07-26,P0010,Shoe Model 10,5,165.25,826.25,C7007,Chicago,Male,Male
2019-07-26,P0011,Shoe Model 11,3,182.2,546.6,C7346,New York,Male,Male
2019-07-27,P0003,Shoe Model 3,5,78.46,392.3,C9804,Houston,Female,Unisex
2019-07-27,P0009,Shoe Model 9,7,43.37,303.59,C5109,Chicago,Male,Female
2019-07-27,P0003,Shoe Model 3,2,123.88,247.76,C6031,Chicago,Female,Male
2019-07-27,P0002,Shoe Model 2,8,189.24,1513.92,C8679,Chicago,Male,Female
2019-07-28,P0003,Shoe Model 3,5,153.88,769.4,C6479,Los Angeles,Female,Male
2019-07-28,P0007,Shoe Model 7,4,95.36,381.44,C7920,Chicago,Unisex,Female
2019-07-29,P0015,Shoe Model 15,4,52.45,209.8,C6038,Los Angeles,Female,Unisex
2019-07-29,P0006,Shoe Model 6,7,75.99,531.93,C6723,New York,Unisex,Unisex
2019-07-29,P0014,Shoe Model 14,6,174.52,1047.12,C4228,New York,Female,Female
2019-07-30,P0006,Shoe Model 6,8,57.64,461.12,C5337,Phoenix,Unisex,Unisex
2019-07-30,P0006,Shoe Model 6,7,87.97,615.79,C2296,Houston,Female,Male
2019-07-30,P0013,Shoe Model 13,4,33.43,133.72,C9694,Chicago,Male,Unisex
2019-07-30,P0020,Shoe Model 20,5,35.78,178.9,C1785,Houston,Female,Unisex
2019-07-31,P0004,Shoe Model 4,1,65.41,65.41,C7082,Chicago,Male,Male
2019-07-31,P0005,Shoe Model 5,8,138.8,1110.4,C4339,Houston,Male,Male
2019-07-31,P0015,Shoe Model 15,2,37.08,74.16,C1201,Los Angeles,Unisex,Male
2019-08-01,P0019,Shoe Model 19,5,115.2,576.0,C5471,Los Angeles,Unisex,Female
2019-08-01,P0020,Shoe Model 20,6,138.53,831.18,C7003,Phoenix,Female,Unisex
2019-08-01,P0002,Shoe Model 2,2,170.92,341.84,C6919,Houston,Male,Unisex
2019-08-01,P0002,Shoe Model 2,8,107.95,863.6,C9220,Los Angeles,Female,Unisex
2019-08-02,P0014,Shoe Model 14,2,36.09,72.18,C3064,Chicago,Unisex,Female
2019-08-02,P0018,Shoe Model 18,5,167.21,836.05,C9049,Los Angeles,Unisex,Female
2019-08-02,P0011,Shoe Model 11,6,157.41,944.46,C3627,Chicago,Unisex,Female
2019-08-03,P0008,Shoe Model 8,2,40.03,80.06,C8865,New York,Male,Unisex
2019-08-04,P0015,Shoe Model 15,4,100.08,400.32,C5621,Los Angeles,Male,Male
2019-08-04,P0007,Shoe Model 7,7,181.78,1272.46,C9299,Houston,Unisex,Female
2019-08-04,P0012,Shoe Model 12,5,69.74,348.7,C8959,Phoenix,Female,Male
2019-08-05,P0003,Shoe Model 3,8,83.14,665.12,C2081,Houston,Unisex,Male
2019-08-05,P0006,Shoe Model 6,3,92.32,276.96,C7935,Phoenix,Female,Male
2019-08-05,P0008,Shoe Model 8,1,143.04,143.04,C7693,Phoenix,Unisex,Female
2019-08-06,P0011,Shoe Model 11,3,37.58,112.74,C5309,Chicago,Female,Female
2019-08-06,P0002,Shoe Model 2,1,180.25,180.25,C1019,New York,Male,Unisex
2019-08-06,P0017,Shoe Model 17,2,85.66,171.32,C8004,Los Angeles,Unisex,Female
2019-08-07,P0008,Shoe Model 8,1,165.54,165.54,C5432,Houston,Male,Unisex
2019-08-08,P0018,Shoe Model 18,6,67.11,402.66,C6175,Los Angeles,Female,Male
2019-08-09,P0010,Shoe Model 10,2,91.77,183.54,C8977,Chicago,Female,Male
2019-08-10,P0009,Shoe Model 9,6,191.2,1147.2,C9154,Chicago,Male,Male
2019-08-10,P0009,Shoe Model 9,9,59.97,539.73,C5750,Phoenix,Unisex,Unisex
2019-08-11,P0009,Shoe Model 9,3,179.8,539.4,C7303,Chicago,Unisex,Male
2019-08-11,P0012,Shoe Model 12,6,118.0,708.0,C7574,Los Angeles,Male,Unisex
2019-08-11,P0007,Shoe Model 7,5,101.05,505.25,C8329,Phoenix,Female,Female
2019-08-11,P0018,Shoe Model 18,9,157.25,1415.25,C6871,Chicago,Female,Unisex
2019-08-12,P0020,Shoe Model 20,1,198.16,198.16,C8001,Chicago,Female,Male
2019-08-12,P0002,Shoe Model 2,2,121.93,243.86,C5547,Los Angeles,Male,Female
2019-08-12,P0009,Shoe Model 9,6,57.74,346.44,C6782,Chicago,Male,Male
2019-08-13,P0013,Shoe Model 13,9,40.14,361.26,C1860,Los Angeles,Female,Unisex
2019-08-13,P0017,Shoe Model 17,2,159.45,318.9,C4411,Houston,Female,Unisex
2019-08-13,P0006,Shoe Model 6,1,169.49,169.49,C1772,Los Angeles,Male,Female
2019-08-13,P0020,Shoe Model 20,6,123.27,739.62,C9337,Houston,Unisex,Unisex
2019-08-14,P0015,Shoe Model 15,7,142.87,1000.09,C5626,Chicago,Male,Female
2019-08-14,P0007,Shoe Model 7,3,80.59,241.77,C7305,Los Angeles,Unisex,Male
2019-08-14,P0009,Shoe Model 9,6,79.86,479.16,C6004,Phoenix,Female,Male
2019-08-15,P0009,Shoe Model 9,4,117.53,470.12,C7335,Chicago,Unisex,Unisex
2019-08-15,P0002,Shoe Model 2,8,161.94,1295.52,C7524,Los Angeles,Unisex,Unisex
2019-08-16,P0011,Shoe Model 11,3,150.42,451.26,C1175,Los Angeles,Female,Female
2019-08-17,P0011,Shoe Model 11,6,122.24,733.44,C3744,Chicago,Female,Male
2019-08-17,P0001,Shoe Model 1,5,82.06,410.3,C7172,Chicago,Male,Male
2019-08-17,P0020,Shoe Model 20,1,50.26,50.26,C2104,Phoenix,Female,Male
2019-08-18,P0011,Shoe Model 11,4,154.71,618.84,C8313,Chicago,Female,Male
2019-08-18,P0018,Shoe Model 18,3,191.61,574.83,C3754,New York,Unisex,Unisex
2019-08-19,P0010,Shoe Model 10,5,188.71,943.55,C9272,Chicago,Female,Male
2019-08-19,P0014,Shoe Model 14,5,117.36,586.8,C9516,New York,Female,Unisex
2019-08-20,P0007,Shoe Model 7,7,171.78,1202.46,C5908,Houston,Female,Male
2019-08-20,P0005,Shoe Model 5,8,60.6,484.8,C7026,New York,Female,Female
2019-08-20,P0013,Shoe Model 13,3,95.73,287.19,C2789,Los Angeles,Male,Female
2019-08-20,P0016,Shoe Model 16,6,141.16,846.96,C7504,Houston,Unisex,Unisex
2019-08-21,P0004,Shoe Model 4,2,76.15,152.3,C9091,Los Angeles,Male,Female
2019-08-21,P0008,Shoe Model 8,8,99.16,793.28,C3289,Chicago,Unisex,Unisex
2019-08-21,P0001,Shoe Model 1,7,75.81,530.67,C7407,New York,Female,Unisex
2019-08-22,P0019,Shoe Model 19,6,31.3,187.8,C4817,Los Angeles,Unisex,Female
2019-08-22,P0015,Shoe Model 15,8,121.33,970.64,C4069,Chicago,Unisex,Male
2019-08-22,P0016,Shoe Model 16,7,147.63,1033.41,C2263,Chicago,Unisex,Male
2019-08-22,P0006,Shoe Model 6,2,52.42,104.84,C4006,Phoenix,Male,Male
2019-08-23,P0010,Shoe Model 10,4,30.16,120.64,C3444,New York,Unisex,Unisex
2019-08-23,P0001,Shoe Model 1,3,78.37,235.11,C4269,Los Angeles,Unisex,Female
2019-08-23,P0004,Shoe Model 4,6,49.34,296.04,C5492,New York,Unisex,Female
2019-08-24,P0003,Shoe Model 3,5,122.23,611.15,C7564,Phoenix,Female,Female
2019-08-25,P0017,Shoe Model 17,6,51.14,306.84,C7003,Chicago,Unisex,Female
2019-08-25,P0001,Shoe Model 1,2,50.5,101.0,C1289,New York,Female,Male
2019-08-25,P0020,Shoe Model 20,6,133.74,802.44,C9374,Chicago,Female,Male
2019-08-26,P0002,Shoe Model 2,4,155.14,620.56,C7404,Houston,Unisex,Female
2019-08-26,P0017,Shoe Model 17,9,174.42,1569.78,C7592,Los Angeles,Male,Male
2019-08-27,P0018,Shoe Model 18,7,134.74,943.18,C6448,Phoenix,Female,Unisex
2019-08-27,P0001,Shoe Model 1,8,112.66,901.28,C1645,Phoenix,Male,Unisex
2019-08-27,P0005,Shoe Model 5,4,40.26,161.04,C2962,Los Angeles,Female,Male
2019-08-27,P0009,Shoe Model 9,2,36.11,72.22,C5819,Houston,Male,Male
2019-08-28,P0006,Shoe Model 6,1,136.32,136.32,C3946,New York,Male,Female
2019-08-28,P0015,Shoe Model 15,8,75.36,602.88,C6686,Los Angeles,Unisex,Male
2019-08-28,P0008,Shoe Model 8,7,173.85,1216.95,C5047,Los Angeles,Female,Female
2019-08-29,P0016,Shoe Model 16,9,160.73,1446.57,C8734,Chicago,Male,Unisex
2019-08-29,P0016,Shoe Model 16,3,138.58,415.74,C8776,Chicago,Male,Male
2019-08-29,P0001,Shoe Model 1,5,86.8,434.0,C4125,Los Angeles,Female,Male
2019-08-29,P0008,Shoe Model 8,6,72.24,433.44,C5546,Los Angeles,Male,Female
2019-08-30,P0020,Shoe Model 20,5,158.4,792.0,C9485,Houston,Female,Male
2019-08-31,P0011,Shoe Model 11,5,89.85,449.25,C7084,Phoenix,Unisex,Male
2019-08-31,P0013,Shoe Model 13,8,115.75,926.0,C2273,Los Angeles,Unisex,Male
2019-09-01,P0019,Shoe Model 19,1,60.52,60.52,C8811,Los Angeles,Male,Male
2019-09-01,P0006,Shoe Model 6,3,40.69,122.07,C9571,Houston,Male,Female
2019-09-01,P0019,Shoe Model 19,1,185.0,185.0,C8025,Houston,Unisex,Female
2019-09-01,P0014,Shoe Model 14,8,149.57,1196.56,C5061,Houston,Male,Unisex
2019-09-02,P0010,Shoe Model 10,1,88.64,88.64,C3457,Chicago,Unisex,Unisex
2019-09-02,P0016,Shoe Model 16,5,40.78,203.9,C1418,Chicago,Unisex,Male
2019-09-02,P0009,Shoe Model 9,7,43.29,303.03,C4818,Chicago,Female,Unisex
2019-09-03,P0010,Shoe Model 10,6,106.17,637.02,C9276,Houston,Male,Unisex
2019-09-04,P0012,Shoe Model 12,4,190.61,762.44,C5147,Houston,Unisex,Unisex
2019-09-04,P0005,Shoe Model 5,9,114.34,1029.06,C1055,Chicago,Unisex,Male
2019-09-04,P0015,Shoe Model 15,5,62.19,310.95,C7267,Phoenix,Female,Unisex
2019-09-05,P0001,Shoe Model 1,8,194.42,1555.36,C7984,Chicago,Unisex,Unisex
2019-09-05,P0017,Shoe Model 17,1,165.01,165.01,C3120,Los Angeles,Unisex,Female
2019-09-06,P0010,Shoe Model 10,2,94.03,188.06,C4112,Los Angeles,Male,Unisex
2019-09-06,P0014,Shoe Model 14,7,65.49,458.43,C7171,Chicago,Female,Female
2019-09-07,P0002,Shoe Model 2,6,107.16,642.96,C7641,Los Angeles,Unisex,Unisex
2019-09-08,P0006,Shoe Model 6,4,97.81,391.24,C3220,Los Angeles,Female,Unisex
2019-09-08,P0001,Shoe Model 1,6,68.08,408.48,C4692,Los Angeles,Female,Female
2019-09-08,P0004,Shoe Model 4,5,197.57,987.85,C1522,Los Angeles,Unisex,Female
2019-09-08,P0018,Shoe Model 18,4,104.6,418.4,C1442,Chicago,Unisex,Male
2019-09-09,P0006,Shoe Model 6,2,199.56,399.12,C1894,New York,Male,Unisex
2019-09-09,P0010,Shoe Model 10,2,114.2,228.4,C8808,Phoenix,Male,Unisex
2019-09-09,P0002,Shoe Model 2,7,177.65,1243.55,C1371,Los Angeles,Unisex,Unisex
2019-09-09,P0001,Shoe Model 1,2,97.19,194.38,C5673,New York,Male,Female
2019-09-10,P0019,Shoe Model 19,6,179.47,1076.82,C4966,Houston,Female,Male
2019-09-10,P0006,Shoe Model 6,6,132.61,795.66,C6892,Phoenix,Unisex,Male
2019-09-10,P0012,Shoe Model 12,4,175.38,701.52,C5489,Houston,Unisex,Female
2019-09-10,P0018,Shoe Model 18,8,151.78,1214.24,C8688,Los Angeles,Unisex,Unisex
2019-09-11,P0011,Shoe Model 11,4,90.74,362.96,C9491,Los Angeles,Female,Female
2019-09-11,P0009,Shoe Model 9,9,105.76,951.84,C9493,Phoenix,Female,Female
2019-09-11,P0008,Shoe Model 8,7,54.65,382.55,C2681,Phoenix,Unisex,Male
2019-09-11,P0012,Shoe Model 12,7,155.33,1087.31,C6109,New York,Male,Female
2019-09-12,P0006,Shoe Model 6,6,197.84,1187.04,C2912,Chicago,Female,Unisex
2019-09-13,P0017,Shoe Model 17,7,118.42,828.94,C5228,Chicago,Male,Female
2019-09-13,P0001,Shoe Model 1,7,97.93,685.51,C2743,Houston,Male,Male
2019-09-13,P0014,Shoe Model 14,9,98.59,887.31,C6675,Houston,Male,Male
2019-09-14,P0017,Shoe Model 17,3,84.6,253.8,C9531,Los Angeles,Male,Male
2019-09-14,P0012,Shoe Model 12,7,169.79,1188.53,C7027,Los Angeles,Male,Male
2019-09-15,P0020,Shoe Model 20,2,182.76,365.52,C4740,Los Angeles,Unisex,Unisex
2019-09-16,P0007,Shoe Model 7,9,119.83,1078.47,C6303,New York,Unisex,Unisex
2019-09-17,P0004,Shoe Model 4,5,86.57,432.85,C3897,Los Angeles,Unisex,Female
2019-09-18,P0005,Shoe Model 5,2,65.68,131.36,C6595,Houston,Unisex,Male
2019-09-18,P0007,Shoe Model 7,7,119.08,833.56,C3377,Houston,Unisex,Male
2019-09-19,P0004,Shoe Model 4,3,56.97,170.91,C4771,Los Angeles,Unisex,Male
2019-09-20,P0003,Shoe Model 3,9,65.22,586.98,C6167,Los Angeles,Unisex,Female
